,query,jieba_pos,jieba_segment,jieba_keywords,tfidf_keywords,textrank_keywords,Unnamed: 0,text_rank_keywords
507,吃得多消化不良，腹泻。,吃/v 消化不良/l 腹泻/v,吃 消化不良 腹泻,消化不良 腹泻,消化不良 腹泻,腹泻 消化不良,507,消化不良 腹泻 吃
508,小孩拉肚子，又吐又够怎么办？,小孩/n 拉肚子/n 吐/v 够/zg,小孩 拉肚子 吐 够,拉肚子 小孩,小孩 拉肚子,拉肚子 小孩,508,吐 拉肚子 够 小孩
509,宝宝快六个月了，大喊大叫。,宝宝/nr 快/a 六个月/m 大喊大叫/i,宝宝 快 六个月 大喊大叫,大喊大叫 六个月 宝宝,宝宝 六个月 大喊大叫,六个月 宝宝 大喊大叫,509,六个月 快 大喊大叫 宝宝
510,有什么方法是可以不用药，使宝宝流鼻涕有好转。,方法/n 用药/n 使/v 宝宝/nr 流鼻涕/n 好转/v,方法 用药 使 宝宝 流鼻涕 好转,流鼻涕 用药 宝宝 好转 方法,宝宝 流鼻涕 方法 好转 用药,宝宝 用药 流鼻涕 好转,510,宝宝 使 流鼻涕 用药 好转 方法
511,还有什么方法可以不用，要是宝宝流鼻涕好转。,方法/n 不用/v 宝宝/nr 流鼻涕/n 好转/v,方法 不用 宝宝 流鼻涕 好转,流鼻涕 宝宝 好转 不用 方法,宝宝 流鼻涕 方法 不用 好转,宝宝 流鼻涕 不用 方法,511,宝宝 流鼻涕 不用 好转 方法
512,什么是高危筛查？,高/a 危/n 筛查/vn,高危 筛查,筛查 高危,筛查 高危,,512,筛查 高危
513,你理解错了，我问什么是高危筛查？,理解/v 错/v 问/n 高/a 危/n 筛查/vn,理解 错 问 高危 筛查,筛查 高危 理解,筛查 高危 理解,,513,问 高危 错 筛查 理解
514,宝宝流鼻涕不好怎么办？,宝宝/nr 流鼻涕/n 不好/d,宝宝 流鼻涕 不好,流鼻涕 宝宝 不好,宝宝 流鼻涕 不好,流鼻涕 宝宝 不好,514,流鼻涕 不好 宝宝
515,宝宝流鼻涕一直不好怎么办？,宝宝/nr 流鼻涕/n 不好/d,宝宝 流鼻涕 不好,流鼻涕 宝宝 不好,宝宝 流鼻涕 不好,流鼻涕 宝宝 不好,515,流鼻涕 不好 宝宝
516,什么是高危筛查？,高/a 危/n 筛查/vn,高危 筛查,筛查 高危,筛查 高危,,516,筛查 高危
517,高危筛查是指的什么？,高/a 危/n 筛查/vn 指/n,高危 筛查 指,筛查 高危,筛查 高危,,517,筛查 指 高危
518,怀孕30周，胎儿双顶颈84毫米正常吗？,怀孕/v 30/m 周/nr 胎儿/n 双顶颈/x 84/m 毫米/q,怀孕 30 周 胎儿 双顶颈 84 毫米,30 双顶颈 84 胎儿 怀孕 毫米,怀孕 30 胎儿 双顶颈 84 毫米,胎儿 双顶颈 84 30,518,胎儿 双顶颈 周 84 30 毫米 怀孕
519,五个月的宝宝可以吃水果吗？可以吃什么水果？,五个月/x 宝宝/nr 吃水果/n 吃/v 水果/n,五个月 宝宝 吃水果 吃 水果,五个月 吃水果 宝宝 水果,宝宝 五个月 吃水果 水果,吃水果 宝宝 五个月 水果,519,吃水果 吃 宝宝 水果 五个月
520,五个月的宝宝可以吃什么辅食？,五个月/x 宝宝/nr 吃/v 辅食/x,五个月 宝宝 吃 辅食,五个月 辅食 宝宝,宝宝 五个月 辅食,宝宝 辅食 五个月,520,吃 宝宝 辅食 五个月
521,十个月宝宝可以吃虾吗？,十个月/m 宝宝/nr 吃/v 虾/n,十个月 宝宝 吃 虾,十个月 宝宝,宝宝 十个月,宝宝 十个月,521,吃 宝宝 虾 十个月
522,宝宝五个月可以吃什么辅食？,宝宝/nr 五个月/x 吃/v 辅食/x,宝宝 五个月 吃 辅食,五个月 辅食 宝宝,宝宝 五个月 辅食,五个月 宝宝 辅食,522,吃 五个月 辅食 宝宝
523,宝宝可以吃虾吗？十个月。,宝宝/nr 吃/v 虾/n 十个月/m,宝宝 吃 虾 十个月,十个月 宝宝,宝宝 十个月,,523,虾 吃 十个月 宝宝
524,什么是方颅？,方颅/x,方颅,方颅,方颅,,524,方颅
525,宝宝有点方颅。,宝宝/nr 方颅/x,宝宝 方颅,方颅 宝宝,宝宝 方颅,方颅 宝宝,525,方颅 宝宝
526,那新生儿咳嗽了有鼻涕怎么办？,新生儿/n 咳嗽/v 鼻涕/n,新生儿 咳嗽 鼻涕,鼻涕 新生儿 咳嗽,咳嗽 新生儿 鼻涕,鼻涕 新生儿 咳嗽,526,咳嗽 鼻涕 新生儿
527,吃不吃洋葱是蔬菜。,吃/v 不吃/v 洋葱/n 蔬菜/n,吃 不吃 洋葱 蔬菜,洋葱 不吃 蔬菜,蔬菜 不吃 洋葱,蔬菜 洋葱 不吃,527,洋葱 不吃 蔬菜 吃
528,八个月宝宝生病。,八个月/x 宝宝/nr 生病/n,八个月 宝宝 生病,八个月 生病 宝宝,宝宝 八个月 生病,生病 宝宝 八个月,528,宝宝 生病 八个月
529,不爱吃辅食怎么办？,不/d 爱/v 吃/v 辅食/x,不爱 吃 辅食,辅食 不爱,辅食 不爱,,529,吃 辅食 不爱
530,一个月宝宝有点咳嗽，鼻涕鼻涕，怎么弄出来啊？,一个月/m 宝宝/nr 咳嗽/v 鼻涕/n 鼻涕/n 怎么弄/l,一个月 宝宝 咳嗽 鼻涕 鼻涕 怎么弄,鼻涕 怎么弄 宝宝 咳嗽 一个月,宝宝 咳嗽 一个月 怎么弄 鼻涕,鼻涕 咳嗽 宝宝 一个月,530,鼻涕 咳嗽 宝宝 怎么弄 一个月
531,十个月的宝宝不爱吃辅食怎么办？,十个月/m 宝宝/nr 不/d 爱/v 吃/v 辅食/x,十个月 宝宝 不爱 吃 辅食,辅食 十个月 不爱 宝宝,宝宝 辅食 不爱 十个月,宝宝 十个月,531,不爱 吃 宝宝 辅食 十个月
532,宝宝多久可以吃辅食？,宝宝/nr 多久/m 吃/v 辅食/x,宝宝 多久 吃 辅食,辅食 宝宝 多久,宝宝 辅食 多久,多久 宝宝 辅食,532,吃 多久 辅食 宝宝
533,宝宝睡觉不踏实是怎么情况？,宝宝/nr 睡觉/v 踏实/a 情况/n,宝宝 睡觉 踏实 情况,踏实 宝宝 睡觉 情况,宝宝 睡觉 情况 踏实,踏实 睡觉 宝宝 情况,533,踏实 睡觉 情况 宝宝
534,宝宝最近睡觉不踏实。,宝宝/nr 睡觉/v 踏实/a,宝宝 睡觉 踏实,踏实 宝宝 睡觉,宝宝 睡觉 踏实,踏实 睡觉 宝宝,534,睡觉 踏实 宝宝
535,怀孕初期手机可不可以玩又没事。,怀孕/v 初期/t 手机/n 可不可以/c 玩/v 没事/v,怀孕 初期 手机 可不可以 玩 没事,可不可以 没事 怀孕 初期 手机,怀孕 可不可以 初期 手机 没事,可不可以 手机 初期 怀孕,535,可不可以 手机 玩 初期 没事 怀孕
536,能不能吃咸菜？,吃/v 咸菜/n,吃 咸菜,咸菜,咸菜,,536,咸菜 吃
537,打完预防针发烧了，用什么退烧药？,完/v 预防针/n 发烧/v 退烧药/n,完 预防针 发烧 退烧药,退烧药 预防针 发烧,发烧 预防针 退烧药,预防针 退烧药 发烧,537,发烧 预防针 退烧药 打完
538,拿水少怎么按摩呢？,拿/v 水/n 少/a 按摩/v,拿水少 按摩,拿水少 按摩,按摩 拿水少,,538,按摩 拿水少
539,宝宝打嗝需要处理吗？,宝宝/nr 打嗝/v,宝宝 打嗝,打嗝 宝宝,宝宝 打嗝,打嗝 宝宝,539,打嗝 宝宝
540,宝宝打嗝怎么办？,宝宝/nr 打嗝/v,宝宝 打嗝,打嗝 宝宝,宝宝 打嗝,打嗝 宝宝,540,打嗝 宝宝
541,怀孕早期检查说，医生说孕早期怎么办？,怀/v 孕早期/nz 检查/vn 医生/n 孕早期/nz,怀 孕早期 检查 医生 孕早期,孕早期 医生 检查,检查 医生 孕早期,孕早期 检查 医生,541,孕早期 医生 检查 怀
542,孕早期偏左侧。,孕早期/nz 偏/a 左侧/f,孕早期 偏 左侧,孕早期 左侧,孕早期 左侧,左侧 孕早期,542,偏 左侧 孕早期
543,怀孕初期检查B超，说偏左侧怎么回事？,怀孕/v 初期/t 检查/vn B超/n 偏/a 左侧/f 怎么回事/l,怀孕 初期 检查 B超 偏 左侧 怎么回事,B超 左侧 怀孕 怎么回事 初期 检查,怀孕 怎么回事 检查 初期 左侧,B超 检查 初期 左侧,543,B超 偏 检查 左侧 初期 怎么回事 怀孕
544,怀孕初期手机可不可以玩又没事。,怀孕/v 初期/t 手机/n 可不可以/c 玩/v 没事/v,怀孕 初期 手机 可不可以 玩 没事,可不可以 没事 怀孕 初期 手机,怀孕 可不可以 初期 手机 没事,可不可以 手机 初期 怀孕,544,可不可以 手机 玩 初期 没事 怀孕
545,孕期可以玩手机吗？,孕期/t 玩/v 手机/n,孕期 玩 手机,孕期 手机,孕期 手机,手机 孕期,545,玩 手机 孕期
546,能不能吃咸菜？,吃/v 咸菜/n,吃 咸菜,咸菜,咸菜,,546,咸菜 吃
547,打完预防针发烧了，用什么退烧药？,完/v 预防针/n 发烧/v 退烧药/n,完 预防针 发烧 退烧药,退烧药 预防针 发烧,发烧 预防针 退烧药,预防针 退烧药 发烧,547,发烧 预防针 退烧药 打完
548,奶水少怎么办？按摩才能让奶水多。,奶水/n 少/a 按摩/v 才能/v 奶水/n,奶水 少 按摩 才能 奶水,奶水 按摩 才能,才能 按摩 奶水,按摩 奶水 才能,548,才能 按摩 少 奶水
549,拿水少怎么按摩呢？,拿/v 水/n 少/a 按摩/v,拿水少 按摩,拿水少 按摩,按摩 拿水少,,549,按摩 拿水少
550,剖腹产奶水少怎么办？,剖腹产/n 奶水/n 少/a,剖腹产 奶水 少,剖腹产 奶水,剖腹产 奶水,奶水 剖腹产,550,奶水 少 剖腹产
551,怎么样让奶水多？,奶水/n,奶水,奶水,奶水,,551,奶水
552,宝宝今天总共大便几次？,宝宝/nr 总共/b 便/d 几次/m,宝宝 总共 便 几次,宝宝 总共 几次,宝宝 几次 总共,总共 宝宝 几次,552,大便 总共 几次 宝宝
553,宝宝为什么老饿？,宝宝/nr 老饿/n,宝宝 老饿,老饿 宝宝,宝宝 老饿,老饿 宝宝,553,老饿 宝宝
554,宝宝今天总共大便几次？,宝宝/nr 总共/b 便/d 几次/m,宝宝 总共 便 几次,宝宝 总共 几次,宝宝 几次 总共,总共 宝宝 几次,554,大便 总共 几次 宝宝
555,爸爸为什么老饿？,爸爸/n 老饿/n,爸爸 老饿,老饿 爸爸,老饿 爸爸,老饿 爸爸,555,老饿 爸爸
556,宝宝胃绞痛吃益生菌吗？,宝宝/nr 胃/n 绞痛/n 吃/v 益生菌/nr,宝宝 胃 绞痛 吃 益生菌,益生菌 绞痛 宝宝,宝宝 益生菌 绞痛,绞痛 宝宝 益生菌,556,绞痛 吃 胃 益生菌 宝宝
557,为什么宝宝老是肚子饿？,宝宝/nr 老/a 是/v 肚子饿/n,宝宝 老是 肚子饿,肚子饿 老是 宝宝,宝宝 老是 肚子饿,,557,老是 肚子饿 宝宝
558,为什么宝宝为什么会老饿？,宝宝/nr 老/a 饿/v,宝宝 老 饿,宝宝,宝宝,,558,老 饿 宝宝
559,宝宝为什么会老饿？,宝宝/nr 老/a 饿/v,宝宝 老 饿,宝宝,宝宝,,559,老 饿 宝宝
560,宝宝为什么会饿？,宝宝/nr 饿/v,宝宝 饿,宝宝,宝宝,,560,饿 宝宝
561,为什么宝宝会饿？,宝宝会/x 饿/v,宝宝会 饿,宝宝会,宝宝会,,561,饿 宝宝会
562,能不能吃感冒药？,吃/v 感冒药/n,吃 感冒药,感冒药,感冒药,,562,感冒药 吃
563,为什么宝宝会饿？,宝宝会/x 饿/v,宝宝会 饿,宝宝会,宝宝会,,563,饿 宝宝会
564,30周的早产儿在保温箱呆了40天，回来怎么老是睡觉不怎么吃东西是怎么回事？,30/m 周/nr 早产儿/n 保温箱/n 呆/v 40/m 天/q 回来/v 老/a 是/v 睡觉/v 不怎么/l 吃/v 东西/ns 怎么回事/l,30 周 早产儿 保温箱 呆 40 天 回来 老是 睡觉 不怎么 吃 东西 怎么回事,保温箱 30 40 早产儿 老是 不怎么 怎么回事 睡觉 回来 东西,怎么回事 老是 东西 睡觉 30 回来 40 不怎么 保温箱 早产儿,东西 不怎么 早产儿 40,564,回来 天 老是 40 睡觉 呆 不怎么 保温箱 吃 早产儿 东西 周 怎么回事 30
565,宝宝的发育指标。,宝宝/nr 发育/vn 指标/n,宝宝 发育 指标,宝宝 发育 指标,宝宝 发育 指标,指标 宝宝 发育,565,发育 指标 宝宝
566,宝宝发育。,宝宝/nr 发育/vn,宝宝 发育,宝宝 发育,宝宝 发育,宝宝 发育,566,发育 宝宝
567,现在能感觉到胎动吗？,感觉/n 胎动/n,感觉 胎动,胎动 感觉,胎动 感觉,胎动 感觉,567,胎动 感觉
568,产妇感冒了，能为小孩来吗？,产妇/n 感冒/v 能/v 为/p 小孩/n,产妇 感冒 能为 小孩,产妇 能为 感冒 小孩,感冒 小孩 产妇 能为,感冒 产妇,568,能为 感冒 小孩 产妇
569,现在能感觉到胎动吗？,感觉/n 胎动/n,感觉 胎动,胎动 感觉,胎动 感觉,胎动 感觉,569,胎动 感觉
570,急性乳腺炎好。,急性/n 乳腺炎/n 好/a,急性 乳腺炎 好,乳腺炎 急性,急性 乳腺炎,急性 乳腺炎,570,乳腺炎 好 急性
571,头两天都有孕期反应，为什么今天没有了呢？,头/n 两天/m 孕期/t,头 两天 孕期,孕期 两天,孕期 两天,孕期 两天,571,两天 孕期 头
572,宝宝喉咙有痰怎么办？,宝宝/nr 喉咙/n 痰/n,宝宝 喉咙 痰,喉咙 宝宝,宝宝 喉咙,宝宝 喉咙,572,喉咙 痰 宝宝
573,宝宝腿短。,宝宝/nr 腿短/n,宝宝 腿短,腿短 宝宝,宝宝 腿短,腿短 宝宝,573,腿短 宝宝
574,四个月宝宝能不能用擦脸的护肤品？,四个月/x 宝宝/nr 擦/v 脸/n 护肤品/n,四个月 宝宝 擦 脸 护肤品,四个月 护肤品 宝宝,宝宝 四个月 护肤品,宝宝 四个月,574,擦 脸 宝宝 护肤品 四个月
575,孕晚期吃什么贫血好啊？,孕晚期/t 吃/v 贫血/n 好/a,孕晚期 吃 贫血 好,孕晚期 贫血,孕晚期 贫血,贫血 孕晚期,575,贫血 吃 好 孕晚期
576,分娩要注意什么？,分娩/v,分娩,分娩,分娩,,576,分娩
577,宝宝腿短。,宝宝/nr 腿短/n,宝宝 腿短,腿短 宝宝,宝宝 腿短,腿短 宝宝,577,腿短 宝宝
578,四个月宝宝能不能用擦脸的护肤品？,四个月/x 宝宝/nr 擦/v 脸/n 护肤品/n,四个月 宝宝 擦 脸 护肤品,四个月 护肤品 宝宝,宝宝 四个月 护肤品,宝宝 四个月,578,擦 脸 宝宝 护肤品 四个月
579,剖腹产七天，这刀口的伤疤怎么处理？,剖腹产/n 七天/t 刀口/n 伤疤/n,剖腹产 七天 刀口 伤疤,剖腹产 刀口 伤疤 七天,剖腹产 七天 刀口 伤疤,刀口 七天 剖腹产 伤疤,579,刀口 七天 伤疤 剖腹产
580,孕晚期吃什么贫血好啊？,孕晚期/t 吃/v 贫血/n 好/a,孕晚期 吃 贫血 好,孕晚期 贫血,孕晚期 贫血,贫血 孕晚期,580,贫血 吃 好 孕晚期
581,明晚期听写吃什么好？,明/a 晚期/t 听写/v 吃/v 好/a,明 晚期 听写 吃 好,听写 晚期,听写 晚期,晚期 听写,581,听写 吃 晚期 好 明
582,孕期四贫血吃什么好啊？,孕期/t 贫血/n 吃/v 好/a,孕期 贫血 吃 好,孕期 贫血,孕期 贫血,贫血 孕期,582,吃 贫血 好 孕期
583,宝宝的耳朵连着脸。,宝宝/nr 耳朵/n 脸/n,宝宝 耳朵 脸,宝宝 耳朵,宝宝 耳朵,耳朵 宝宝,583,连着 耳朵 脸 宝宝
584,宝宝的耳朵怎么是连着的？,宝宝/nr 耳朵/n,宝宝 耳朵,宝宝 耳朵,宝宝 耳朵,耳朵 宝宝,584,耳朵 连着 宝宝
585,小孩肚子硬是怎么回事啊？,小孩/n 肚子/n 硬是/d 怎么回事/l,小孩 肚子 硬是 怎么回事,硬是 怎么回事 小孩 肚子,怎么回事 小孩 肚子 硬是,肚子 硬是 小孩 怎么回事,585,硬是 肚子 怎么回事 小孩
586,宝宝眼睛你红色的泪水是什么？,宝宝/nr 眼睛/n 红色/n 泪水/n,宝宝 眼睛 红色 泪水,宝宝 泪水 红色 眼睛,宝宝 眼睛 红色 泪水,红色 眼睛 宝宝 泪水,586,红色 眼睛 泪水 宝宝
587,宝宝流黄色的眼睛水是什么？,宝宝/nr 流/n 黄色/n 眼睛/n 水/n 是/v,宝宝 流 黄色 眼睛 水是,水是 宝宝 黄色 眼睛,宝宝 眼睛 黄色 水是,黄色 宝宝 眼睛,587,黄色 眼睛 流 水是 宝宝
588,宝宝，你黄色的眼睛水是什么东西？,宝宝/nr 黄色/n 眼睛/n 水/n 是/v 东西/ns,宝宝 黄色 眼睛 水是 东西,水是 宝宝 黄色 眼睛 东西,宝宝 东西 眼睛 黄色 水是,黄色 眼睛 宝宝,588,眼睛 水是 黄色 东西 宝宝
589,宝宝眼睛你红色的泪水是什么？,宝宝/nr 眼睛/n 红色/n 泪水/n,宝宝 眼睛 红色 泪水,宝宝 泪水 红色 眼睛,宝宝 眼睛 红色 泪水,红色 眼睛 宝宝 泪水,589,红色 眼睛 泪水 宝宝
590,宝宝眼睛里流黄色的眼睛水是什么？,宝宝/nr 眼睛/n 里/f 流/v 黄色/n 眼睛/n 水/n 是/v,宝宝 眼睛 里流 黄色 眼睛 水是,里流 水是 眼睛 宝宝 黄色,宝宝 黄色 水是 里流 眼睛,眼睛 黄色 宝宝,590,眼睛 黄色 里流 水是 宝宝
591,宝宝流黄色的眼镜水是什么东西？,宝宝/nr 流/n 黄色/n 眼镜/n 水/n 是/v 东西/ns,宝宝 流 黄色 眼镜 水是 东西,水是 眼镜 宝宝 黄色 东西,宝宝 东西 黄色 水是 眼镜,黄色 宝宝 眼镜,591,眼镜 黄色 水是 流 东西 宝宝
592,宝宝流黄色的眼睛水是什么？,宝宝/nr 流/n 黄色/n 眼睛/n 水/n 是/v,宝宝 流 黄色 眼睛 水是,水是 宝宝 黄色 眼睛,宝宝 眼睛 黄色 水是,黄色 宝宝 眼睛,592,黄色 眼睛 流 水是 宝宝
593,宝宝，你黄色的眼睛水是什么东西？,宝宝/nr 黄色/n 眼睛/n 水/n 是/v 东西/ns,宝宝 黄色 眼睛 水是 东西,水是 宝宝 黄色 眼睛 东西,宝宝 东西 眼睛 黄色 水是,黄色 眼睛 宝宝,593,眼睛 水是 黄色 东西 宝宝
594,宝宝眼睛流黄色的是是什么？,宝宝/nr 眼睛/n 流/n 黄色/n,宝宝 眼睛 流 黄色,宝宝 黄色 眼睛,宝宝 眼睛 黄色,眼睛 黄色 宝宝,594,流 眼睛 黄色 宝宝
595,我现在感冒咳嗽，能不能喝点萝卜汤啊？,感冒/v 咳嗽/v 喝/vg 点/q 萝卜汤/n,感冒 咳嗽 喝点 萝卜汤,萝卜汤 喝点 感冒 咳嗽,感冒 咳嗽 喝点 萝卜汤,感冒 咳嗽,595,喝点 咳嗽 萝卜汤 感冒
596,大便化验最长不超过多长时？,便/d 化验/n 最长/a 超过/v 多长/n,便 化验 最长 超过 多长,化验 多长 最长 超过,化验 多长 最长 超过,超过 最长 化验 多长,596,最长 超过 化验 多长 大便
597,羊水破了是什么感觉？,羊水/n 破/v 感觉/n,羊水 破 感觉,羊水 感觉,感觉 羊水,羊水 感觉,597,破 感觉 羊水
598,孕妇感冒了怎么办？,孕妇/n 感冒/v,孕妇 感冒,孕妇 感冒,孕妇 感冒,感冒 孕妇,598,感冒 孕妇
599,百合莲子银耳粥能不能喝？,百合/n 莲子/n 银耳/nr 粥/n 喝/vg,百合 莲子 银耳 粥 喝,银耳 莲子 百合,百合 莲子 银耳,银耳 莲子 百合,599,银耳 粥 莲子 喝 百合
600,宝宝吃了点氟怎么办？,宝宝/nr 吃/v 点/m 氟/nz,宝宝 吃 点 氟,宝宝,宝宝,,600,点 吃 氟 宝宝
601,宝宝吃完了也不睡觉怎么办？,宝宝/nr 吃/v 完/v 睡觉/v,宝宝 吃 完 睡觉,宝宝 睡觉,宝宝 睡觉,,601,完 吃 睡觉 宝宝
602,宝宝在妈妈肚子里头屁股脚分别在哪学位？,宝宝/nr 妈妈/n 肚子/n 里头/f 屁股/n 脚/n 学位/n,宝宝 妈妈 肚子 里头 屁股 脚 学位,学位 宝宝 屁股 里头 肚子 妈妈,宝宝 妈妈 肚子 屁股 学位 里头,肚子 屁股 里头 妈妈,602,里头 屁股 肚子 脚 妈妈 学位 宝宝
603,怎么看唐筛结果？,唐筛/x,唐筛,唐筛,唐筛,,603,唐筛
604,宝宝吃完了也不睡觉怎么办？,宝宝/nr 吃/v 完/v 睡觉/v,宝宝 吃 完 睡觉,宝宝 睡觉,宝宝 睡觉,,604,完 吃 睡觉 宝宝
605,孩子不睡觉怎么办？,孩子/n 睡觉/v,孩子 睡觉,睡觉 孩子,睡觉 孩子,睡觉 孩子,605,睡觉 孩子
606,宝宝在妈妈肚子里头屁股脚分别在哪学位？,宝宝/nr 妈妈/n 肚子/n 里头/f 屁股/n 脚/n 学位/n,宝宝 妈妈 肚子 里头 屁股 脚 学位,学位 宝宝 屁股 里头 肚子 妈妈,宝宝 妈妈 肚子 屁股 学位 里头,肚子 屁股 里头 妈妈,606,里头 屁股 肚子 脚 妈妈 学位 宝宝
607,怎么看唐筛结果？,唐筛/x,唐筛,唐筛,唐筛,,607,唐筛
608,怎么数胎动啊？,数/n 胎动/n,数 胎动,胎动,胎动,,608,胎动 数
609,怎么数胎动？,数/n 胎动/n,数 胎动,胎动,胎动,,609,胎动 数
610,宝宝今天总共大便几次？,宝宝/nr 总共/b 便/d 几次/m,宝宝 总共 便 几次,宝宝 总共 几次,宝宝 几次 总共,总共 宝宝 几次,610,大便 总共 几次 宝宝
611,哺乳期牙痛怎么办？,哺乳期/n 牙痛/n,哺乳期 牙痛,牙痛 哺乳期,哺乳期 牙痛,牙痛 哺乳期,611,牙痛 哺乳期
612,宝宝便秘怎么办？,宝宝/nr 便秘/a,宝宝 便秘,便秘 宝宝,宝宝 便秘,宝宝 便秘,612,便秘 宝宝
613,思维彩超什么时候做最好？,思维/n 彩超/j,思维 彩超,彩超 思维,思维 彩超,思维 彩超,613,彩超 思维
614,要怎样保持睡姿？,睡姿/n,睡姿,睡姿,睡姿,,614,睡姿
615,我应该怎样睡觉？,睡觉/v,睡觉,睡觉,睡觉,,615,睡觉
616,我应该怎样睡觉？,睡觉/v,睡觉,睡觉,睡觉,,616,睡觉
617,怀孕高血压怎么办？,怀孕/v 高血压/n,怀孕 高血压,高血压 怀孕,怀孕 高血压,高血压 怀孕,617,高血压 怀孕
618,可不可以吃韩国烤肉？,可不可以/c 吃/v 韩国/ns 烤肉/n,可不可以 吃 韩国 烤肉,烤肉 可不可以 韩国,可不可以 烤肉 韩国,韩国 可不可以 烤肉,618,韩国 吃 烤肉 可不可以
619,我的睡姿不对怎么办？,睡姿/n,睡姿,睡姿,睡姿,,619,不对 睡姿
620,坐月子能不能吃香菜？,坐月子/n 吃/v 香菜/n,坐月子 吃 香菜,香菜 坐月子,香菜 坐月子,香菜 坐月子,620,吃 香菜 坐月子
621,正确的睡姿是怎样的？,正确/ad 睡姿/n,正确 睡姿,睡姿 正确,睡姿 正确,,621,睡姿 正确
622,六个月宝宝口腔炎怎么办？,六个月/m 宝宝/nr 口腔炎/n,六个月 宝宝 口腔炎,口腔炎 六个月 宝宝,宝宝 六个月 口腔炎,宝宝 口腔炎 六个月,622,宝宝 口腔炎 六个月
623,六个月宝宝口腔炎怎么办？,六个月/m 宝宝/nr 口腔炎/n,六个月 宝宝 口腔炎,口腔炎 六个月 宝宝,宝宝 六个月 口腔炎,宝宝 口腔炎 六个月,623,宝宝 口腔炎 六个月
624,宫缩是什么样子？,宫缩/x 样子/n,宫缩 样子,宫缩 样子,样子 宫缩,样子 宫缩,624,样子 宫缩
625,六个月宝宝口腔炎反复。,六个月/m 宝宝/nr 口腔炎/n 反复/v,六个月 宝宝 口腔炎 反复,口腔炎 六个月 宝宝 反复,宝宝 六个月 口腔炎 反复,宝宝 口腔炎 六个月 反复,625,口腔炎 宝宝 反复 六个月
626,睡姿怎样睡才是正确的？,睡姿/n 睡/v 正确/ad,睡姿 睡 正确,睡姿 正确,睡姿 正确,,626,睡 正确 睡姿
627,最近和味精会导致胎儿畸形吗？,味精/n 导致/v 胎儿/n 畸形/n,味精 导致 胎儿 畸形,味精 畸形 胎儿 导致,胎儿 畸形 味精 导致,胎儿 导致 畸形 味精,627,胎儿 导致 畸形 味精
628,能不能吃西瓜？,吃/v 西瓜/ns,吃 西瓜,西瓜,西瓜,,628,西瓜 吃
629,怀孕了过后不能吃鸡精和味精，不然会影响宝宝变成畸形吗？,怀孕/v 过后/t 吃/v 鸡精/n 味精/n 影响/vn 宝宝/nr 畸形/n,怀孕 过后 吃 鸡精 味精 影响 宝宝 畸形,鸡精 味精 畸形 宝宝 怀孕 过后 影响,宝宝 怀孕 畸形 影响 味精 过后 鸡精,影响 鸡精 味精 宝宝,629,味精 鸡精 影响 吃 宝宝 过后 畸形 怀孕
630,怎样的睡姿是正确的？,睡姿/n 正确/ad,睡姿 正确,睡姿 正确,睡姿 正确,,630,正确 睡姿
631,怀孕睡姿。,怀孕/v 睡姿/n,怀孕 睡姿,睡姿 怀孕,怀孕 睡姿,睡姿 怀孕,631,睡姿 怀孕
632,上医院都准备哪些东西？,医院/n 东西/ns,医院 东西,医院 东西,东西 医院,医院 东西,632,东西 医院
633,上医院生宝宝都准备哪些东西？,医院/n 生/vn 宝宝/nr 东西/ns,医院 生 宝宝 东西,宝宝 医院 东西,宝宝 东西 医院,宝宝 医院 东西,633,宝宝 生 东西 医院
634,章鱼小丸子能吃么？,章鱼/nr 小丸子/nr 吃/v,章鱼 小丸子 吃,小丸子 章鱼,章鱼 小丸子,章鱼 小丸子,634,小丸子 吃 章鱼
635,章鱼小丸子能吃么？,章鱼/nr 小丸子/nr 吃/v,章鱼 小丸子 吃,小丸子 章鱼,章鱼 小丸子,章鱼 小丸子,635,小丸子 吃 章鱼
636,宝宝红屁股用什么药膏比较好？,宝宝/nr 红屁股/x 药膏/n 好/a,宝宝 红屁股 药膏 好,红屁股 药膏 宝宝,宝宝 药膏 红屁股,药膏 红屁股 宝宝,636,药膏 红屁股 好 宝宝
637,四维指标。,四维/m 指标/n,四维 指标,四维 指标,指标 四维,指标 四维,637,指标 四维
638,能不能吃辣椒？,吃/v 辣椒/n,吃 辣椒,辣椒,辣椒,,638,辣椒 吃
639,女宝宝屁股上长了小红疙瘩。,宝宝/nr 屁股/n 上长/v 小红/nr 疙瘩/n,宝宝 屁股 上长 小红 疙瘩,上长 小红 疙瘩 宝宝 屁股,宝宝 屁股 疙瘩 上长 小红,上长 屁股 小红 疙瘩,639,上长 小红 屁股 疙瘩 宝宝
640,宝宝红屁屁怎么办？,宝宝/nr 红屁屁/x,宝宝 红屁屁,红屁屁 宝宝,宝宝 红屁屁,红屁屁 宝宝,640,红屁屁 宝宝
641,宝宝屁股上长小疙瘩。,宝宝/nr 屁股/n 上长/v 疙瘩/n,宝宝 屁股 上长 疙瘩,上长 疙瘩 宝宝 屁股,宝宝 屁股 疙瘩 上长,屁股 上长 疙瘩 宝宝,641,上长 屁股 疙瘩 宝宝
642,宝宝红屁屁怎么办？,宝宝/nr 红屁屁/x,宝宝 红屁屁,红屁屁 宝宝,宝宝 红屁屁,红屁屁 宝宝,642,红屁屁 宝宝
